label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
rock,0.0,0.0,0.0,-0.3214598298072815,-0.09380616247653961,-0.1816006451845169,-0.5940828919410706,-0.0971619263291359,-0.36300167441368103,-0.6407948732376099,0.13578641414642334,-0.5148059129714966,-0.45498576760292053,0.3658953011035919,-0.6553691029548645,-0.31186172366142273,-0.8671901226043701,-0.3432907164096832,-0.6650480628013611,-0.2187313735485077,-0.5432830452919006,-0.5644345879554749,-0.15265588462352753,-0.7163702845573425,-0.43429291248321533,-0.3314007818698883,-0.837593674659729,-0.025004617869853973,-0.7062468528747559,-0.3414726257324219,-0.4223136305809021,0.06189943104982376,-0.4497271478176117,-0.31459295749664307,-0.007023809943348169,-0.49415257573127747,-0.2039385437965393,-0.274543821811676,-0.5474500060081482,0.20553460717201233,-0.4218346178531647,-0.35156142711639404,-0.17584072053432465,0.2624475061893463,-0.39304763078689575,-0.12384288012981415,0.13042442500591278,-0.3276401162147522,-0.03627130016684532,-0.12495007365942001,-0.30027100443840027,0.36462756991386414,-0.08827172964811325,-0.39066049456596375,0.04990411177277565,0.4003996253013611,-0.43408480286598206,0.06466638296842575,0.26986902952194214,-0.3997775614261627,0.13942131400108337,0.012260465882718563,-0.37042343616485596
rock,0.0,0.0,0.0,-0.10661081969738007,-0.32617223262786865,-0.0024937244597822428,-0.3639911413192749,-0.565444827079773,-0.060891710221767426,-0.6391169428825378,-0.564835786819458,-0.12183740735054016,-0.7701371312141418,-0.42945533990859985,-0.17691625654697418,-0.25105687975883484,-0.7379801273345947,-0.14835357666015625,-0.642507016658783,-0.723163366317749,-0.2534155547618866,-0.5971682071685791,-0.5798577070236206,-0.28601276874542236,-0.4991098642349243,-0.5570358633995056,-0.2971363961696625,-0.2456706315279007,-0.5282084941864014,-0.20017804205417633,-0.6671103239059448,-0.48239198327064514,-0.3017144203186035,-0.5987947583198547,-0.3853587806224823,-0.28898128867149353,-0.493169903755188,-0.39364132285118103,-0.2744559645652771,-0.2668563425540924,-0.29279258847236633,-0.2498890608549118,-0.6560662984848022,-0.2627262473106384,-0.3407110571861267,-0.5708087086677551,-0.1964830607175827,-0.28845667839050293,-0.4538682699203491,-0.21485881507396698,-0.24142932891845703,-0.3021049499511719,-0.06671790033578873,-0.2963363826274872,-0.6052903532981873,-0.07403790950775146,-0.35313349962234497,-0.5501614809036255,-0.038491345942020416,-0.31810012459754944,-0.45699363946914673,-0.0418185256421566,-0.2846968173980713
rock,0.0,0.0,0.0,0.10226642340421677,-0.3147904574871063,0.025679990649223328,0.05916354060173035,-0.656623125076294,-0.0012388337636366487,-0.12955427169799805,-0.8668963313102722,-0.03208271041512489,-0.28630557656288147,-0.9311001896858215,-0.056025438010692596,0.19051983952522278,-0.8309010863304138,-0.028091587126255035,-0.048696450889110565,-0.9963566064834595,-0.07001535594463348,-0.07733945548534393,-0.856293797492981,-0.09837774187326431,-0.031525492668151855,-0.7716440558433533,-0.11723063886165619,0.045133449137210846,-0.7834933400154114,-0.0676552951335907,-0.18742132186889648,-0.9236688613891602,-0.09194032847881317,-0.19744765758514404,-0.7893442511558533,-0.08624891191720963,-0.1385093331336975,-0.7016935348510742,-0.08616238832473755,-0.10654768347740173,-0.7065846920013428,-0.10268645733594894,-0.3050120174884796,-0.814826250076294,-0.1097816675901413,-0.2933792769908905,-0.686297595500946,-0.07068473100662231,-0.22632864117622375,-0.620939314365387,-0.05168730393052101,-0.2533547878265381,-0.6161224246025085,-0.13674227893352509,-0.3887178897857666,-0.6829730868339539,-0.1310882866382599,-0.3659895956516266,-0.5690866708755493,-0.09199150651693344,-0.30959680676460266,-0.5148678421974182,-0.06376947462558746
rock,0.0,0.0,0.0,0.2221911996603012,-0.29708367586135864,0.05111595243215561,0.24801719188690186,-0.6332594752311707,0.05174732208251953,0.10749967396259308,-0.862074077129364,0.046664923429489136,-0.06274327635765076,-0.9314327836036682,0.04210479184985161,0.3695405423641205,-0.828325092792511,0.02214970253407955,0.17643408477306366,-0.9836760759353638,0.03538921847939491,0.13664214313030243,-0.8340340852737427,0.02665707655251026,0.16381873190402985,-0.7349603176116943,0.012442164123058319,0.19053328037261963,-0.874009907245636,-0.010997269302606583,0.03626646846532822,-0.9745678901672363,0.035245586186647415,0.0058480799198150635,-0.8486954569816589,0.0437207967042923,0.032761503010988235,-0.7478257417678833,0.033243849873542786,0.002036993158981204,-0.8488895893096924,-0.03298089653253555,-0.11036202311515808,-0.9280098676681519,0.021934280171990395,-0.12156248092651367,-0.8006832003593445,0.04637289047241211,-0.09326452761888504,-0.7107445597648621,0.041284285485744476,-0.17310091853141785,-0.789190411567688,-0.05165931582450867,-0.22750528156757355,-0.8247167468070984,-0.0051238215528428555,-0.23011375963687897,-0.707760214805603,0.036584775894880295,-0.2090683877468109,-0.63138347864151,0.061460647732019424
rock,0.0,0.0,0.0,-0.17089390754699707,-0.2724301517009735,-0.034326355904340744,-0.25411951541900635,-0.5787535309791565,-0.06648155301809311,-0.23355145752429962,-0.8242573738098145,-0.11468790471553802,-0.1160995289683342,-0.9832651019096375,-0.14039461314678192,0.009272417053580284,-0.7705152034759521,0.06625143438577652,-0.09631628543138504,-0.9668538570404053,-0.04503358528017998,-0.14476682245731354,-0.7664536833763123,-0.09824225306510925,-0.0853886604309082,-0.6739664673805237,-0.12019620835781097,0.10760072618722916,-0.7531806826591492,0.03663163632154465,-0.04201357066631317,-0.9213402271270752,-0.10057332366704941,-0.08532710373401642,-0.6721299886703491,-0.1163046583533287,0.006822203751653433,-0.5973771214485168,-0.08921700716018677,0.198025181889534,-0.7272298336029053,-0.01806960627436638,0.013925057835876942,-0.855767011642456,-0.14490516483783722,-0.029939865693449974,-0.6142619252204895,-0.11138689517974854,0.06013873219490051,-0.5343245267868042,-0.05183709040284157,0.275993287563324,-0.6831653714179993,-0.08040851354598999,0.06680339574813843,-0.7823712229728699,-0.15452276170253754,0.0241625364869833,-0.6142050623893738,-0.13928890228271484,0.0975523516535759,-0.5296520590782166,-0.10294405370950699
rock,0.0,0.0,0.0,-0.20655162632465363,-0.20181898772716522,-0.03201483562588692,-0.3299447298049927,-0.5233474969863892,-0.053561050444841385,-0.2958291172981262,-0.8193474411964417,-0.09499544650316238,-0.14710742235183716,-0.9817110300064087,-0.12084252387285233,-0.1709056943655014,-0.7252666354179382,0.09017180651426315,-0.21792487800121307,-0.9408318400382996,-0.024837158620357513,-0.242649644613266,-0.7250832915306091,-0.06966008991003036,-0.19574856758117676,-0.646434485912323,-0.07701082527637482,-0.0493050217628479,-0.7179726362228394,0.0615057535469532,-0.10134103894233704,-0.9300825595855713,-0.06537298113107681,-0.14218094944953918,-0.6396142840385437,-0.06917408853769302,-0.08326815068721771,-0.5824659466743469,-0.024341974407434464,0.07215188443660736,-0.68453449010849,0.005095253232866526,0.0021818699315190315,-0.8771802186965942,-0.13148465752601624,-0.04630138725042343,-0.5826082825660706,-0.09181755036115646,0.01567716710269451,-0.5150445103645325,-0.01553750317543745,0.20831787586212158,-0.6248157620429993,-0.05463257431983948,0.11172077059745789,-0.7849539518356323,-0.12117436528205872,0.06834394484758377,-0.5913651585578918,-0.08287709951400757,0.12231691926717758,-0.5106222629547119,-0.026789305731654167
rock,0.0,0.0,0.0,-0.21205881237983704,-0.13459013402462006,-0.07290147989988327,-0.3575361967086792,-0.4567278325557709,-0.09473564475774765,-0.3316616714000702,-0.7831273674964905,-0.12659096717834473,-0.193846195936203,-0.9483094811439514,-0.1366897076368332,-0.3273078203201294,-0.671689510345459,0.053207240998744965,-0.37995749711990356,-0.9213342070579529,-0.08231367915868759,-0.3335554003715515,-0.6927714347839355,-0.13832035660743713,-0.2801970839500427,-0.6035107970237732,-0.14826223254203796,-0.1833624392747879,-0.6957910656929016,0.03563250973820686,-0.20151925086975098,-0.9576685428619385,-0.10344688594341278,-0.1876586377620697,-0.6532012820243835,-0.11188885569572449,-0.16295228898525238,-0.59610915184021,-0.06807978451251984,-0.03729354217648506,-0.6843683123588562,-0.013463511131703854,-0.044094547629356384,-0.8894685506820679,-0.16187457740306854,-0.05835362523794174,-0.5789052844047546,-0.1151217371225357,-0.04742379114031792,-0.5167244076728821,-0.031588658690452576,0.11904573440551758,-0.6469029188156128,-0.07109881937503815,0.0972532257437706,-0.8026782274246216,-0.14182642102241516,0.06860629469156265,-0.5832594037055969,-0.09166177362203598,0.07107487320899963,-0.5000280737876892,-0.02612381987273693
rock,0.0,0.0,0.0,-0.17706085741519928,-0.13524605333805084,-0.12994804978370667,-0.2971692383289337,-0.4178452491760254,-0.18272028863430023,-0.24873608350753784,-0.7086081504821777,-0.22547893226146698,-0.15518902242183685,-0.8895068764686584,-0.24099677801132202,-0.4318253993988037,-0.688685953617096,-0.035380687564611435,-0.37034738063812256,-0.9036310315132141,-0.1837632656097412,-0.2901802062988281,-0.6877089142799377,-0.2591923773288727,-0.2774125933647156,-0.5920682549476624,-0.2866777777671814,-0.25726866722106934,-0.7286278605461121,-0.02587307244539261,-0.18083317577838898,-0.9662769436836243,-0.18332539498806,-0.13531626760959625,-0.6763581037521362,-0.21672989428043365,-0.17545844614505768,-0.6055305004119873,-0.1961255818605423,-0.08752411603927612,-0.7391635179519653,-0.04567800089716911,-0.004656593780964613,-0.8852799534797668,-0.20725977420806885,0.002132866997271776,-0.5974105000495911,-0.18466874957084656,-0.06504663825035095,-0.5394186973571777,-0.12343879044055939,0.06377648562192917,-0.7089698910713196,-0.0758853480219841,0.12472739070653915,-0.8302773833274841,-0.16292491555213928,0.1199408769607544,-0.619823694229126,-0.1273079514503479,0.06375879049301147,-0.5436773896217346,-0.07366523891687393
rock,0.0,0.0,0.0,-0.026677114889025688,-0.10307072848081589,-0.30803340673446655,-0.07192766666412354,-0.3761512041091919,-0.39842164516448975,-0.01639326475560665,-0.659462034702301,-0.4109438955783844,0.04457665607333183,-0.8700399398803711,-0.3750303089618683,-0.418028861284256,-0.6545118093490601,-0.27770039439201355,-0.1681327074766159,-0.8619679808616638,-0.38366585969924927,-0.10003001987934113,-0.678978681564331,-0.38988804817199707,-0.17724871635437012,-0.5413044095039368,-0.37504369020462036,-0.3424272835254669,-0.782768726348877,-0.13869446516036987,-0.07365261018276215,-0.9458705186843872,-0.23943975567817688,-0.006435933988541365,-0.6932148933410645,-0.20203375816345215,-0.11096542328596115,-0.5941417813301086,-0.14915728569030762,-0.23937784135341644,-0.8405978679656982,-0.03247489035129547,-0.011459436267614365,-0.9867265820503235,-0.16198569536209106,0.04957215487957001,-0.7542234063148499,-0.1350110024213791,-0.03838680312037468,-0.6411463022232056,-0.08497611433267593,-0.13421975076198578,-0.8516752123832703,0.05278848856687546,0.035055775195360184,-0.9749744534492493,-0.06877654045820236,0.0791262686252594,-0.8326291441917419,-0.08814208954572678,0.011204120703041553,-0.7294650077819824,-0.07131867110729218
rock,0.0,0.0,0.0,-0.1936902552843094,-0.040538523346185684,-0.19775278866291046,-0.27832698822021484,-0.25119951367378235,-0.3120044469833374,-0.08266700059175491,-0.41699784994125366,-0.3840590715408325,0.10176032781600952,-0.5356219410896301,-0.4136832654476166,-0.2851182520389557,-0.8723700046539307,-0.26201558113098145,-0.07968392223119736,-0.6913111805915833,-0.3957422077655792,-0.07946230471134186,-0.5005939602851868,-0.43418940901756287,-0.10736795514822006,-0.5095102787017822,-0.4672713279724121,-0.09277389943599701,-0.9691165685653687,-0.2284865379333496,0.08624499291181564,-0.6179891228675842,-0.3741053640842438,-0.00326578039675951,-0.3596687614917755,-0.3701808452606201,-0.07952486723661423,-0.4145776629447937,-0.3605611324310303,0.08513455837965012,-0.9451703429222107,-0.2161237746477127,0.24613307416439056,-0.5892443656921387,-0.3363070785999298,0.15173529088497162,-0.3778543770313263,-0.27994394302368164,0.07406094670295715,-0.4413283169269562,-0.24151994287967682,0.24610859155654907,-0.8377190232276917,-0.22736084461212158,0.3450929820537567,-0.579037606716156,-0.331308513879776,0.27259838581085205,-0.4094790518283844,-0.3302668035030365,0.20951691269874573,-0.44160303473472595,-0.31832683086395264
rock,0.0,0.0,0.0,-0.21675284206867218,-0.23740838468074799,-0.09939394146203995,-0.3567066192626953,-0.4444948732852936,-0.1948215216398239,-0.44776391983032227,-0.5636460781097412,-0.28175222873687744,-0.38911688327789307,-0.5404224991798401,-0.3452211320400238,-0.01536181103438139,-0.9935588240623474,-0.11227169632911682,-0.35297873616218567,-0.8662294745445251,-0.24309948086738586,-0.3342439532279968,-0.6681932806968689,-0.31976771354675293,-0.2315727174282074,-0.6521193385124207,-0.36514660716056824,0.11038912087678909,-0.8746815919876099,-0.1284608691930771,-0.29504522681236267,-0.6757726669311523,-0.23986661434173584,-0.2609717547893524,-0.500424861907959,-0.25665509700775146,-0.15548233687877655,-0.5310530662536621,-0.25839516520500183,0.18577167391777039,-0.6738764643669128,-0.1628674566745758,-0.20101812481880188,-0.47583040595054626,-0.2485319972038269,-0.17266640067100525,-0.3323994278907776,-0.2081659436225891,-0.074304960668087,-0.3503761291503906,-0.1711978167295456,0.21628201007843018,-0.43430832028388977,-0.2132466435432434,-0.08568476140499115,-0.2958527207374573,-0.26576700806617737,-0.06468287110328674,-0.20840993523597717,-0.24659714102745056,0.02489081211388111,-0.21926550567150116,-0.2175004929304123
rock,0.0,0.0,0.0,-0.13034498691558838,-0.2921619117259979,-0.02214137278497219,-0.2645697295665741,-0.583160400390625,-0.07484465837478638,-0.42588838934898376,-0.7264410853385925,-0.1278478503227234,-0.5144546627998352,-0.7230230569839478,-0.16734188795089722,-0.02455095946788788,-0.9102115631103516,-0.07298523187637329,-0.37305015325546265,-0.9143133163452148,-0.1576852649450302,-0.3741987645626068,-0.757146418094635,-0.1942880004644394,-0.2888127863407135,-0.7220875024795532,-0.2149604856967926,-0.0022832027170807123,-0.7760789394378662,-0.10979828238487244,-0.4096481502056122,-0.749499499797821,-0.19323432445526123,-0.38069936633110046,-0.6034642457962036,-0.19166207313537598,-0.2912341058254242,-0.5866398811340332,-0.18743352591991425,-0.02327101118862629,-0.6039003133773804,-0.15254947543144226,-0.4104917645454407,-0.5848786234855652,-0.22309210896492004,-0.37528088688850403,-0.4489477872848511,-0.1863608956336975,-0.2851519286632538,-0.43500620126724243,-0.15699872374534607,-0.06880953907966614,-0.41201117634773254,-0.19880560040473938,-0.3807390332221985,-0.41860657930374146,-0.24493308365345,-0.357223242521286,-0.3236294686794281,-0.22653378546237946,-0.2767321467399597,-0.30604419112205505,-0.20605386793613434
